# gapseq version: 1.4.0
# Sequence DB md5sum: ae174b5 (2025-12-01, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A1TRH1	62.560	5.88e-165	510	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135256	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q0ABQ9	58.852	1.04e-164	509	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135265	2134015	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A0KNH4	59.809	1.01e-163	507	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135265	2134018	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q129K3	61.650	1.60e-163	506	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135256	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q2FWE5	59.518	2.13e-161	500	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135262	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_B8FJ72	57.933	6.04e-161	499	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135265	2134018	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_D3DKC4	57.729	2.55e-160	498	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135262	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A9WI58	59.806	1.45e-160	498	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135262	2134024	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q5WB66	61.151	2.02e-159	494	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135262	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_B4U7S5	58.213	1.23e-158	492	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135262	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q47MD6	59.762	1.85e-156	486	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135265	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q5ZXK6	59.233	5.61e-155	482	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135265	2134018	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A8FSQ9	60.671	4.10e-153	476	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135265	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A4W0W9	57.857	6.54e-152	473	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135277	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A5I526	56.955	9.52e-151	469	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135268	2134126	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q5XC65	58.111	2.17e-148	463	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135250	2134015	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_B1MYF5	60.526	2.20e-146	457	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135265	2134129	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q15WB3	59.716	1.25e-144	452	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135265	2134018	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A6Q7H8	54.612	6.73e-144	450	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135250	2134015	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A7ZFA4	52.871	1.64e-143	449	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135265	2134012	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A0LV49	54.348	5.26e-140	439	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135268	2134027	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_B0RDR3	58.734	1.04e-139	438	93	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135286	2134117	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q4AAB2	54.354	1.16e-137	432	90	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135250	2134117	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A1A1V0	54.703	1.04e-136	430	91	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135217	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_O86565	59.198	2.28e-134	422	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135277	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q4JU69	53.222	3.16e-133	420	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135262	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A6WF55	55.556	8.91e-133	419	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135262	2134012	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q6AAU3	45.435	1.43e-109	354	93	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135265	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A4X6P4	46.035	3.93e-105	341	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2135250	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_P50434	55.859	1.06e-82	267	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2134773	2134021	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45	NA									|1CMET2-PWY|	no_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	NA
AMINOBENZCOALIG-RXN	2-aminobenzoate-CoA ligase	6.2.1.32	NA	tr|Q93FB2|Q93FB2_AROEV	27.667	4.79e-36	140	93	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	461822	463453	|2AMINOBENZDEG-PWY|	bad_blast	NA	rxn00723 rxn05125 	NA	0	NA
AMBENCOATHAUERA-RXN	2-aminobenzoyl-CoA reductase		NA									|2AMINOBENZDEG-PWY|	no_blast	NA	 	NA	0	NA
2ASDOSALCAL-RXN	2-aminobenzenesulfonate 2,3-dioxygenase	1.14.12.14	NA									|2ASDEG-PWY|	no_blast	NA	rxn03496 	NA	0	NA
3SC23OALCAL-RXN	3-sulfocatechol 2,3-dioxygenase		NA									|2ASDEG-PWY|	no_seq_data	NA	 	NA	0	NA
3SC23OSPON-RXN	3SC23OSPON-RXN		NA									|2ASDEG-PWY|	spontaneous	NA	 	NA	0	NA
RXN-8529	RXN-8529	5.3.2.6	NA	tr|Q38M36|Q38M36_COMTE	27.273	2.5	22.7	81	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	701863	702027	|2ASDEG-PWY|	bad_blast	NA	rxn24985 	NA	0	NA
4.1.1.77-RXN	4.1.1.77-RXN	4.1.1.77	NA									|2ASDEG-PWY|	no_blast	NA	rxn01894 rxn03675 rxn18926 	NA	0	NA
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	37.827	5.37e-97	318	99	NZ_CP011121.1 Acetobacter oryzifermentans strain SLV-7 plasmid unnamed1, complete sequence	139487	140956	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	37.449	2.89e-81	273	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	567715	569142	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	36.383	1.01e-70	242	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2205280	2203922	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	32.083	2.84e-66	229	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2395608	2394211	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	32.000	3.14e-62	217	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	23542	22283	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	31.166	3.79e-57	202	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2218655	2217345	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
RXN-10817	phenylethylamine oxidase	1.4.3.21/1.4.3.4/1.4.3.9	NA									|2PHENDEG-PWY|	no_blast	NA	rxn01564 rxn01715 rxn01833 rxn01836 rxn01903 rxn02081 rxn02087 rxn02826 rxn02993 rxn03195 rxn03342 rxn03345 rxn03346 rxn03358 rxn03359 rxn06056 rxn11873 rxn11874 rxn11875 rxn12038 rxn12039 rxn21368 rxn25691 	NA	0	NA
RXN-8505	4-hydroxyphenylacetate 3-monooxygenase	1.14.14.9/1.14.13.3	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	rxn01945 rxn02363 rxn24966 	NA	0	NA
1.13.11.15-RXN	3,4-dihydroxyphenylacetate dioxygenase	1.13.11.15	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	rxn02366 	NA	0	NA
CHMS-DEHYDROGENASE-RXN	2-hydroxy-5-carboxymethylmuconate semialdehyde dehydrogenase	1.2.1.60		UniRef90_P42269	40.440	2.49e-97	318	96	NZ_CP011121.1 Acetobacter oryzifermentans strain SLV-7 plasmid unnamed1, complete sequence	139532	140878	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn03055 	NA	0	1
CHMS-DEHYDROGENASE-RXN	2-hydroxy-5-carboxymethylmuconate semialdehyde dehydrogenase	1.2.1.60		UniRef90_P42269	36.927	1.23e-78	264	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	567739	569025	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn03055 	NA	0	1
CHMS-DEHYDROGENASE-RXN	2-hydroxy-5-carboxymethylmuconate semialdehyde dehydrogenase	1.2.1.60		UniRef90_P42269	34.821	3.23e-71	242	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2205256	2203958	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn03055 	NA	0	1
CHMS-DEHYDROGENASE-RXN	2-hydroxy-5-carboxymethylmuconate semialdehyde dehydrogenase	1.2.1.60		UniRef90_P42269	31.250	1.54e-61	214	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2395557	2394250	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn03055 	NA	0	1
CHMS-DEHYDROGENASE-RXN	2-hydroxy-5-carboxymethylmuconate semialdehyde dehydrogenase	1.2.1.60		UniRef90_P42269	31.081	6.44e-61	212	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	23644	22346	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn03055 	NA	0	1
CHMS-DEHYDROGENASE-RXN	2-hydroxy-5-carboxymethylmuconate semialdehyde dehydrogenase	1.2.1.60		UniRef90_P42269	31.096	1.31e-60	211	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2218658	2217348	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn03055 	NA	0	1
CHMS-DEHYDROGENASE-RXN	2-hydroxy-5-carboxymethylmuconate semialdehyde dehydrogenase	1.2.1.60		UniRef90_P42269	30.227	2.80e-57	202	96	NZ_CP011121.1 Acetobacter oryzifermentans strain SLV-7 plasmid unnamed1, complete sequence	82399	81110	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn03055 	NA	0	1
5.3.3.10-RXN	5-carboxymethyl-2-hydroxymuconate isomerase	5.3.3.10	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	spontaneous	NA	rxn03040 rxn03092 rxn07630 rxn12709 	NA	0	NA
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	4-hydroxy-2-ketopimelate aldolase	4.1.2.52	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	 	NA	0	NA
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN	1.2.1.79		UniRef90_O32507	47.566	8.27e-137	432	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	23644	22289	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn00509 	NA	0	1
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN	1.2.1.79		UniRef90_O32507	47.357	3.18e-133	422	96	NZ_CP011121.1 Acetobacter oryzifermentans strain SLV-7 plasmid unnamed1, complete sequence	82399	81041	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn00509 	NA	0	1
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN	1.2.1.79		UniRef90_O32507	47.020	4.03e-133	422	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2218658	2217300	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn00509 	NA	0	1
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN	1.2.1.79		UniRef90_O69497	42.070	4.66e-91	299	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2218664	2217303	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn00509 	NA	0	1
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN	1.2.1.79		UniRef90_O69497	42.731	3.30e-90	297	99	NZ_CP011121.1 Acetobacter oryzifermentans strain SLV-7 plasmid unnamed1, complete sequence	82405	81044	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn00509 	NA	0	1
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN	1.2.1.79		UniRef90_O69497	40.043	6.49e-89	293	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	23650	22283	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn00509 	NA	0	1
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN	1.2.1.79		UniRef90_O32507	35.952	1.10e-74	253	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	567880	569136	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn00509 	NA	0	1
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN	1.2.1.79		UniRef90_O32507	34.056	1.89e-74	252	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2395569	2394193	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn00509 	NA	0	1
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN	1.2.1.79		UniRef90_O32507	34.255	2.26e-66	229	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2205259	2203892	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn00509 	NA	0	1
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN	1.2.1.79		UniRef90_O32507	33.978	2.64e-66	228	96	NZ_CP011121.1 Acetobacter oryzifermentans strain SLV-7 plasmid unnamed1, complete sequence	139562	140944	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	good_blast	NA	rxn00509 	NA	0	1
HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN	2-hydroxyhepta-2,4-dienedioate hydratase	4.2.1.163	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	 	NA	0	NA
4.1.1.68-RXN	5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase	4.1.1.68	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	rxn02884 rxn03041 	NA	0	NA
HYDROXY-MANDELATE-RACEMASE-RXN	hydroxymandelate racemase	5.1.2.2	NA									|4-HYDROXYMANDELATE-DEGRADATION-PWY|	no_blast	NA	rxn02688 rxn02904 	NA	0	NA
4-HYDROXYMANDELATE-OXY-RXN	(S)-mandelate dehydrogenase		NA									|4-HYDROXYMANDELATE-DEGRADATION-PWY|	no_blast	NA	 	NA	0	NA
HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN	Hydroxybenzoylformate decarboxylase	4.1.1.7		UniRef90_P20906	34.182	4.64e-67	232	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	483822	485435	|4-HYDROXYMANDELATE-DEGRADATION-PWY|	good_blast	NA	rxn01294 rxn01933 	NA	0	1
HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN	NAD+-4-hydroxybenzaldehyde dehydrogenase	1.2.1.64		UniRef90_Q8NMB0	35.369	2.59e-66	229	80	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	567970	569136	|4-HYDROXYMANDELATE-DEGRADATION-PWY|	good_blast	NA	rxn00957 rxn07482 	NA	0	1
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	NADP+-4-hydroxybenzaldehyde dehydrogenase	1.2.1.96		UniRef90_Q59702	35.518	1.11e-74	253	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	567730	569136	|4-HYDROXYMANDELATE-DEGRADATION-PWY|	good_blast	NA	 	NA	0	1
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	NADP+-4-hydroxybenzaldehyde dehydrogenase	1.2.1.96		UniRef90_Q59702	33.130	5.35e-68	234	98	NZ_CP011121.1 Acetobacter oryzifermentans strain SLV-7 plasmid unnamed1, complete sequence	139499	140956	|4-HYDROXYMANDELATE-DEGRADATION-PWY|	good_blast	NA	 	NA	0	1
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	NADP+-4-hydroxybenzaldehyde dehydrogenase	1.2.1.96		UniRef90_Q59702	34.624	2.14e-64	223	98	NZ_CP011121.1 Acetobacter oryzifermentans strain SLV-7 plasmid unnamed1, complete sequence	82417	81038	|4-HYDROXYMANDELATE-DEGRADATION-PWY|	good_blast	NA	 	NA	0	1
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	NADP+-4-hydroxybenzaldehyde dehydrogenase	1.2.1.96		UniRef90_Q59702	32.104	7.93e-62	216	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	23638	22283	|4-HYDROXYMANDELATE-DEGRADATION-PWY|	good_blast	NA	 	NA	0	1
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	NADP+-4-hydroxybenzaldehyde dehydrogenase	1.2.1.96		UniRef90_Q59702	33.553	2.45e-61	214	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2218646	2217297	|4-HYDROXYMANDELATE-DEGRADATION-PWY|	good_blast	NA	 	NA	0	1
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	NADP+-4-hydroxybenzaldehyde dehydrogenase	1.2.1.96		UniRef90_Q59702	30.233	1.26e-60	212	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2395605	2394199	|4-HYDROXYMANDELATE-DEGRADATION-PWY|	good_blast	NA	 	NA	0	1
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	NADP+-4-hydroxybenzaldehyde dehydrogenase	1.2.1.96		UniRef90_Q59702	34.549	1.41e-59	209	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2205310	2203940	|4-HYDROXYMANDELATE-DEGRADATION-PWY|	good_blast	NA	 	NA	0	1
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	p-hydroxybenzoate hydroxylase	1.14.13.2	NA	UniRef90_P00438	24.339	1.81e-09	56.6	84	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1943013	1941988	|4-HYDROXYMANDELATE-DEGRADATION-PWY|	bad_blast	NA	rxn00962 	NA	0	NA
TCCOL-RXN	4-toluene-carboxylate monooxygenase		NA	UniRef90_P00438	24.339	1.81e-09	56.6	84	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1943013	1941988	|4TOLCARBDEG-PWY|	bad_blast	NA	 	NA	0	NA
